date,obs,pred
2017-05-20,34.97364992950996,27.749746
2017-05-21,29.35043614074443,23.325134
2017-05-22,17.555401776183032,21.758541
2017-05-23,11.795034364561403,20.956165
2017-05-24,9.052000429409667,20.748737
2017-05-25,5.074607001735181,19.82313
2017-05-26,1.2343671969167929,12.43174
2017-05-27,0.27430339351517574,13.183449
2017-05-28,0.13715131153788462,16.371494
2017-05-29,0.0,18.880466
2017-05-30,0.0,19.01579
2017-05-31,0.41145470505306037,16.835812
2017-06-01,3.1544870993259906,22.55967
2017-06-02,3.9773934276744853,35.062492
2017-06-03,3.703093886356335,35.513702
2017-06-04,2.331573066583438,26.681446
2017-06-05,0.8229063283484948,13.721758
2017-06-06,0.13715131153788462,8.251818
2017-06-07,0.548606016590945,8.096136
2017-06-08,15.36097462806164,7.7446213
2017-06-09,0.27430339351517574,7.891876
2017-06-10,0.0,6.958637
2017-06-11,0.0,4.146408
2017-06-12,0.0,7.966358
2017-06-13,0.0,8.655647
2017-06-14,0.0,11.529076
2017-06-15,0.0,14.208714
2017-06-16,0.0,10.526804
2017-06-17,0.0,6.576374
2017-06-18,0.0,4.929199
2017-06-19,0.0,3.2708092
2017-06-20,0.0,2.8841934
2017-06-21,0.0,1.2598724
2017-06-22,0.0,0.4022751
2017-06-23,0.0,0.13848114
2017-06-24,0.0,0.7482414
2017-06-25,0.0,0.2338829
2017-06-26,0.0,25.562565
2017-06-27,0.0,20.270334
2017-06-28,0.0,6.74683
2017-06-29,0.0,4.2430725
2017-06-30,0.0,2.0003128
2017-07-01,0.0,3.3867416
2017-07-02,0.0,1.6013718
2017-07-03,0.0,3.1196404
2017-07-04,0.0,2.6730309
2017-07-05,0.0,2.5057106
2017-07-06,0.0,0.79286194
2017-07-07,0.0,1.2892227
2017-07-08,0.0,0.31973267
2017-07-09,0.0,4.993183
2017-07-10,0.0,18.538801
2017-07-11,0.0,9.911022
2017-07-12,0.0,19.611261
2017-07-13,0.13715131153788462,40.463593
2017-07-14,0.0,57.950012
2017-07-15,0.0,64.00142
2017-07-16,0.0,44.213215
2017-07-17,0.0,32.952503
2017-07-18,2.605880312295639,26.652128
2017-07-19,0.13715131153788462,26.534882
2017-07-20,0.0,14.881878
2017-07-21,0.0,8.053511
2017-07-22,0.0,16.942936
2017-07-23,0.0,17.144358
2017-07-24,0.0,13.417463
2017-07-25,0.0,20.670427
2017-07-26,0.0,23.816986
2017-07-27,0.0,15.482073
2017-07-28,0.0,31.64643
2017-07-29,0.0,54.793568
2017-07-30,0.0,98.698364
2017-07-31,13.578000644114496,142.11407
2017-08-01,4.800307460417031,192.92155
2017-08-02,21.395641581001417,233.54753
2017-08-03,53.62625757535963,180.97145
2017-08-04,6.583273739970124,89.82039
2017-08-05,11.9321879874175,59.386307
2017-08-06,4.251700673386679,63.846584
2017-08-07,7.131880527000469,52.97196
2017-08-08,28.801829353714087,29.151878
2017-08-09,20.02412846562257,13.799971
2017-08-10,4.251700673386679,7.8273697
2017-08-11,1.2343671969167929,2.0693588
2017-08-12,1.2343671969167929,85.985985
2017-08-13,7.68048731403082,117.92694
2017-08-14,2.331573066583438,92.47638
2017-08-15,0.548606016590945,54.06054
2017-08-16,0.27430339351517574,31.385136
2017-08-17,0.27430339351517574,18.050953
2017-08-18,0.27430339351517574,9.579758
2017-08-19,0.27430339351517574,6.2551117
2017-08-20,0.41145470505306037,1.4896622
2017-08-21,7.40618777271267,28.82409
2017-08-22,5.623213788765526,32.100174
2017-08-23,0.9600599512045989,34.51906
2017-08-24,0.41145470505306037,31.881207
2017-08-25,0.27430339351517574,26.1748
2017-08-26,0.27430339351517574,16.97583
2017-08-27,0.27430339351517574,15.996744
2017-08-28,0.27430339351517574,8.957579
2017-08-29,0.27430339351517574,7.2290306
2017-08-30,0.548606016590945,10.816303
2017-08-31,2.1944271481213917,8.458471
2017-09-01,0.41145470505306037,5.691868
2017-09-02,0.41145470505306037,4.684231
2017-09-03,0.27430339351517574,3.3750725
2017-09-04,0.27430339351517574,3.9299355
2017-09-05,0.27430339351517574,2.856598
2017-09-06,0.41145470505306037,3.4283218
2017-09-07,0.41145470505306037,3.8757896
2017-09-08,0.41145470505306037,8.4526005
2017-09-09,0.27430339351517574,8.118395
2017-09-10,0.27430339351517574,5.230171
2017-09-11,0.27430339351517574,6.417927
2017-09-12,0.27430339351517574,5.39093
2017-09-13,0.41145470505306037,9.313923
2017-09-14,0.27430339351517574,7.9595394
2017-09-15,0.41145470505306037,36.435444
2017-09-16,0.27430339351517574,36.399544
2017-09-17,0.27430339351517574,30.982134
2017-09-18,0.27430339351517574,20.416992
2017-09-19,0.27430339351517574,14.187382
2017-09-20,0.13715131153788462,10.745268
2017-09-21,0.13715131153788462,9.799023
2017-09-22,0.0,10.930256
2017-09-23,0.0,6.2740135
2017-09-24,0.0,20.10839
2017-09-25,0.0,17.396206
2017-09-26,0.0,9.6841545
2017-09-27,0.41145470505306037,81.37572
2017-09-28,108.34972872477996,226.45212
2017-09-29,359.33707569396347,639.08655
2017-09-30,3757.9525927344935,932.4639
2017-10-01,1426.3761670352465,1703.0751
2017-10-02,2660.740158924117,1137.1357
2017-10-03,2551.0189170839585,380.60742
2017-10-04,2907.61295884277,179.58691
2017-10-05,1138.357904315682,338.9975
2017-10-06,1741.8247459931465,336.58737
2017-10-07,1563.5277251137406,191.11797
2017-10-08,2153.2794048198407,139.78067
2017-10-09,1338.5991735631198,92.13135
2017-10-10,122.06488299175057,55.72995
2017-10-11,38.12812932444189,39.572613
2017-10-12,21.66994882671361,31.623802
2017-10-13,13.166547479940249,27.664661
2017-10-14,5.486060165909429,22.966707
2017-10-15,1.5086667382349432,16.880585
2017-10-16,0.685758098568229,16.407858
2017-10-17,0.41145470505306037,16.794737
2017-10-18,0.27430339351517574,17.915064
2017-10-19,0.27430339351517574,18.465775
2017-10-20,0.27430339351517574,24.826256
2017-10-21,0.13715131153788462,23.045618
2017-10-22,0.13715131153788462,17.26804
2017-10-23,0.13715131153788462,16.424406
2017-10-24,0.13715131153788462,15.499355
2017-10-25,0.13715131153788462,14.894451
2017-10-26,0.13715131153788462,14.516994
2017-10-27,0.13715131153788462,13.41152
2017-10-28,0.13715131153788462,13.115122
2017-10-29,0.13715131153788462,13.330145
2017-10-30,0.13715131153788462,14.151817
2017-10-31,0.13715131153788462,16.040976
2017-11-01,0.13715131153788462,15.944933
2017-11-02,0.13715131153788462,14.989941
2017-11-03,0.13715131153788462,15.650299
2017-11-04,0.13715131153788462,17.626598
2017-11-05,0.13715131153788462,16.99242
